id,name,text_path,audio_path,narrator,duration,author,text_url,audio_url,alignment_path,sample_rate,quality,word_count,num_sentences,audio_size,text_size
e3c66bd6,con-hoang,,,"{'id': 'a0d2f3af', 'name': 'Hồng Nhung', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hong-nhung', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0556,Lê Hồng Nguyên,https://thuviensachpdf.com/con-hoang,https://sachnoiviet.net/sach-noi/con-hoang,,,,,,,
14056cd2,xin-cho-tuoi-tre-can-đam-nguyen-cho-thanh-xuan-ruc-sang,,,"{'id': 'dcf1c73f', 'name': 'Mộc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/moc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.8439,Hoàng Ngọc Quân,https://thuviensachpdf.com/xin-cho-tuoi-tre-can-dam-nguyen-cho-thanh-xuan-ruc-sang,https://sachnoiviet.net/sach-noi/xin-cho-tuoi-tre-can-dam-nguyen-cho-thanh-xuan-ruc-sang,,,,,,,
5225e35a,toi-la-điem-tua-cua-chinh-minh,,,"{'id': '7461ed52', 'name': 'Mộc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/moc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0756,Gabrielle Bernstein,https://thuviensachpdf.com/toi-la-diem-tua-cua-chinh-minh,https://sachnoiviet.net/sach-noi/toi-la-diem-tua-cua-chinh-minh,,,,,,,
95647d47,gian,,,"{'id': '7333ded4', 'name': 'Kim Phụng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/kim-phung', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.6483,Thích Nhất Hạnh,https://thuviensachpdf.com/gian,https://sachnoiviet.net/sach-noi/gian,,,,,,,
f250c7f4,1001-buc-thu-viet-cho-tuong-lai,,,"{'id': '81e274d8', 'name': 'Mộc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/moc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.2672,Nhiều Tác Giả,https://thuviensachpdf.com/1001-buc-thu-viet-cho-tuong-lai,https://sachnoiviet.net/sach-noi/1001-buc-thu-viet-cho-tuong-lai,,,,,,,
1eb34be0,trai-hoa-vang,,,"{'id': 'b5d13533', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.1269,Nguyễn Nhật Ánh,https://thuviensachpdf.com/trai-hoa-vang,https://sachnoiviet.net/sach-noi/trai-hoa-vang,,,,,,,
647c4ff9,khuon-mat-nguoi-khac,,,"{'id': '1b606f17', 'name': 'Bá Trung', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/ba-trung', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1361,Kobo Abe,https://thuviensachpdf.com/khuon-mat-nguoi-khac,https://sachnoiviet.net/sach-noi/khuon-mat-nguoi-khac,,,,,,,
6dbb8305,đung-hoang-tuong-ve-bien-lon,,,"{'id': '5c8f0550', 'name': 'Thùy Châu', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thuy-chau', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.0392,Alan Phan,https://thuviensachpdf.com/dung-hoang-tuong-ve-bien-lon,https://sachnoiviet.net/sach-noi/dung-hoang-tuong-ve-bien-lon,,,,,,,
60874000,thuc-tai--ke-toi-đo-vi-đai-nhat,,,"{'id': '39fa99d6', 'name': 'Tuệ Tâm', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tue-tam', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7222,Osho,https://thuviensachpdf.com/thuc-tai-ke-toi-do-vi-dai-nhat,https://sachnoiviet.net/sach-noi/thuc-tai-ke-toi-do-vi-dai-nhat,,,,,,,
e53b5a48,dam-hanh-phuc,,,"{'id': 'b119a84f', 'name': 'Việt Cường', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/viet-cuong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.6386,Kishimi Ichiro,https://thuviensachpdf.com/dam-hanh-phuc,https://sachnoiviet.net/sach-noi/dam-hanh-phuc,,,,,,,
540a6009,co-be-fadette,,,"{'id': '316a513f', 'name': 'Thủy Tiên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thuy-tien', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.3083,George Sand,https://thuviensachpdf.com/co-be-fadette,https://sachnoiviet.net/sach-noi/co-be-fadette,,,,,,,
27468973,tro-ve-tu-xu-tuyet,,,"{'id': '93a6d376', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.6225,Nguyên Phong,https://thuviensachpdf.com/tro-ve-tu-xu-tuyet,https://sachnoiviet.net/sach-noi/tro-ve-tu-xu-tuyet,,,,,,,
58945407,bay-buoc-toi-mua-he,,,"{'id': '9513cc90', 'name': 'Nguyễn Ngọc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nguyen-ngoc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.0731,Nguyễn Nhật Ánh,https://thuviensachpdf.com/bay-buoc-toi-mua-he,https://sachnoiviet.net/sach-noi/bay-buoc-toi-mua-he,,,,,,,
5721e0d8,thanh-cong-khong-con-la-bi-mat,,,"{'id': '1bcc13ef', 'name': 'Phạm Ngọc Đông', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/pham-ngoc-dong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.8678,Noah St. John,https://thuviensachpdf.com/thanh-cong-khong-con-la-bi-mat,https://sachnoiviet.net/sach-noi/thanh-cong-khong-con-la-bi-mat,,,,,,,
4269c943,nghi-lon-đe-thanh-cong,,,"{'id': '32ddb151', 'name': 'Hiền Lương', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hien-luong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7389,Donald Trump,https://thuviensachpdf.com/nghi-lon-de-thanh-cong,https://sachnoiviet.net/sach-noi/nghi-lon-de-thanh-cong,,,,,,,
686fd70f,gap-lai-chon-hong-tran-sau-nhat,,,"{'id': '8cfdc8cd', 'name': 'Mộc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/moc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.4125,Bạch Lạc Mai,https://thuviensachpdf.com/gap-lai-chon-hong-tran-sau-nhat,https://sachnoiviet.net/sach-noi/gap-lai-chon-hong-tran-sau-nhat,,,,,,,
9b32e101,manh-tu,,,"{'id': '9e45fe50', 'name': 'Phương Anh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/phuong-anh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.2019,Nguyễn Hiến Lê,https://thuviensachpdf.com/manh-tu,https://sachnoiviet.net/sach-noi/manh-tu,,,,,,,
592642ac,đi-tim-niem-tin-thoi-internet,,,"{'id': '72f834ea', 'name': 'Nhã Trâm', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nha-tram', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.3392,Alan Phan,https://thuviensachpdf.com/di-tim-niem-tin-thoi-internet,https://sachnoiviet.net/sach-noi/di-tim-niem-tin-thoi-internet,,,,,,,
d89b6858,tu-dieu-đe,,,"{'id': '8c5582ab', 'name': 'Hướng Dương', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/huong-duong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.3597,Ajahn Sumedho,https://thuviensachpdf.com/tu-dieu-de,https://sachnoiviet.net/sach-noi/tu-dieu-de,,,,,,,
78857741,mo-uoc-lon-thi-đung-hanh-đong-nhu-nguoi-tam-thuong,,,"{'id': '9886581e', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.9389,Lâm Nhất Phù,https://thuviensachpdf.com/mo-uoc-lon-thi-dung-hanh-dong-nhu-nguoi-tam-thuong,https://sachnoiviet.net/sach-noi/mo-uoc-lon-thi-dung-hanh-dong-nhu-nguoi-tam-thuong,,,,,,,
7a100782,cho-đen-mau-giao-thi-đa-muon,,,"{'id': 'ece872c9', 'name': 'Hoàng Thùy Linh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-thuy-linh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7931,Ibuka Masaru,https://thuviensachpdf.com/cho-den-mau-giao-thi-da-muon,https://sachnoiviet.net/sach-noi/cho-den-mau-giao-thi-da-muon,,,,,,,
e0b26934,noi-sao-cho-tre-nghe-loi,,,"{'id': 'fe46d2f7', 'name': 'Thùy Uyên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thuy-uyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.5717,Hoa Dương,https://thuviensachpdf.com/noi-sao-cho-tre-nghe-loi,https://sachnoiviet.net/sach-noi/noi-sao-cho-tre-nghe-loi,,,,,,,
633aada0,tottochan-ben-cua-so,,,"{'id': '20065c65', 'name': 'Nhật Ngữ Minh Việt', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nhat-ngu-minh-viet', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.3394,Kuroyanagi Tetsuko,https://thuviensachpdf.com/totto-chan-ben-cua-so,https://sachnoiviet.net/sach-noi/totto-chan-ben-cua-so,,,,,,,
f4262ed1,con-nguoi-8020,,,"{'id': '90e0f3d3', 'name': 'Nhã Trâm', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nha-tram', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.3372,Richard Koch,https://thuviensachpdf.com/con-nguoi-80-20,https://sachnoiviet.net/sach-noi/con-nguoi-80-20,,,,,,,
c0ef4dd6,đe-yen-cho-bac-si-hien,,,"{'id': 'ec7e061b', 'name': 'Phát Thanh Sóc Trăng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/phat-thanh-soc-trang', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.0094,Ngô Đức Hùng,https://thuviensachpdf.com/de-yen-cho-bac-si-hien,https://sachnoiviet.net/sach-noi/de-yen-cho-bac-si-hien,,,,,,,
637cd450,bo-cau-chung-mai-vom,,,"{'id': '89b5e893', 'name': 'Hoàng Anh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-anh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7222,Dương Thụy,https://thuviensachpdf.com/bo-cau-chung-mai-vom,https://sachnoiviet.net/sach-noi/bo-cau-chung-mai-vom,,,,,,,
905fd7f4,y-chi-sat-đa,,,"{'id': 'a4e6f614', 'name': 'Thủy Tiên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thuy-tien', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.7556,Nguyễn Hiến Lê,https://thuviensachpdf.com/y-chi-sat-da,https://sachnoiviet.net/sach-noi/y-chi-sat-da,,,,,,,
2e31dbfe,nha-tho-đuc-ba-paris,,,"{'id': '7fab7588', 'name': 'Quỳnh Lan', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/quynh-lan', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.5489,Victor Hugo,https://thuviensachpdf.com/nha-tho-duc-ba-paris,https://sachnoiviet.net/sach-noi/nha-tho-duc-ba-paris,,,,,,,
0f88fb0e,minh-triet-trong-đoi-song,,,"{'id': '131a87c3', 'name': 'Trần Ngọc San', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-ngoc-san', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1228,Nguyên Phong,https://thuviensachpdf.com/minh-triet-trong-doi-song,https://sachnoiviet.net/sach-noi/minh-triet-trong-doi-song,,,,,,,
d994f629,tuoi-tre-khong-bao-gio-quay-lai,,,"{'id': '72c385bf', 'name': 'Bảo Linh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/bao-linh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.8367,Nhiều Tác Giả,https://thuviensachpdf.com/tuoi-tre-khong-bao-gio-quay-lai,https://sachnoiviet.net/sach-noi/tuoi-tre-khong-bao-gio-quay-lai,,,,,,,
98825a37,trieu-phu-bat-đong-san-tu-than,,,"{'id': '24d7e59d', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.9694,David Bach,https://thuviensachpdf.com/trieu-phu-bat-dong-san-tu-than,https://sachnoiviet.net/sach-noi/trieu-phu-bat-dong-san-tu-than,,,,,,,
d498ced0,tuyen-tap-truyen-ngan-hay-viet-nam-danh-cho-thieu-nhi,,,"{'id': 'e0a2e796', 'name': 'Thanh Trúc', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/thanh-truc', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.3389,Nhiều Tác Giả,https://thuviensachpdf.com/tuyen-tap-truyen-ngan-hay-viet-nam-danh-cho-thieu-nhi,https://sachnoiviet.net/sach-noi/tuyen-tap-truyen-ngan-hay-viet-nam-danh-cho-thieu-nhi,,,,,,,
0a7b758b,truc-giac-sieu-linh,,,"{'id': '5a3989cc', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.8092,Osho,https://thuviensachpdf.com/truc-giac-sieu-linh,https://sachnoiviet.net/sach-noi/truc-giac-sieu-linh,,,,,,,
52965674,chi-can-mau-khan-giay,,,"{'id': '7958820d', 'name': 'Hoàng Anh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-anh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.6917,Dan Roam,https://thuviensachpdf.com/chi-can-mau-khan-giay,https://sachnoiviet.net/sach-noi/chi-can-mau-khan-giay,,,,,,,
9cc82f82,can-bang-than-tam,,,"{'id': '0b09de01', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.9539,Osho,https://thuviensachpdf.com/can-bang-than-tam,https://sachnoiviet.net/sach-noi/can-bang-than-tam,,,,,,,
1ae0a9fc,hoc-tu-that-bai,,,"{'id': 'c0ee16cd', 'name': 'Trí Tuệ Nhân Tạo', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tri-tue-nhan-tao', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.5375,John C. Maxwell,https://thuviensachpdf.com/hoc-tu-that-bai,https://sachnoiviet.net/sach-noi/hoc-tu-that-bai,,,,,,,
287caffc,nguoi-anh-ca,,,"{'id': '80fccdd8', 'name': 'Hồng Huệ', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hong-hue', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.5983,Lê Văn Trương,https://thuviensachpdf.com/nguoi-anh-ca,https://sachnoiviet.net/sach-noi/nguoi-anh-ca,,,,,,,
f0f7eb87,mua-tom,,,"{'id': 'a44f7302', 'name': 'Hoàng Anh', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/hoang-anh', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.8392,Thakazhi Sivasankara Pillai,https://thuviensachpdf.com/mua-tom,https://sachnoiviet.net/sach-noi/mua-tom,,,,,,,
17ae9147,đanh-thuc-nang-luc-vo-han,,,"{'id': '3ba63500', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.6736,Anthony Robbins,https://thuviensachpdf.com/danh-thuc-nang-luc-vo-han,https://sachnoiviet.net/sach-noi/danh-thuc-nang-luc-vo-han,,,,,,,
6e735d13,bi-mat-tu-duy-trieu-phu,,,"{'id': '1d9c9e66', 'name': 'Phạm Ngọc Đông', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/pham-ngoc-dong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.0842,T. Harv Eker,https://thuviensachpdf.com/bi-mat-tu-duy-trieu-phu,https://sachnoiviet.net/sach-noi/bi-mat-tu-duy-trieu-phu,,,,,,,
c563d99e,lot-xac-đe-tro-thanh-nha-đau-tu-gia-tri,,,"{'id': 'ddc16676', 'name': 'Trí Tuệ Nhân Tạo', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tri-tue-nhan-tao', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.8817,Guy Spier,https://thuviensachpdf.com/lot-xac-de-tro-thanh-nha-dau-tu-gia-tri,https://sachnoiviet.net/sach-noi/lot-xac-de-tro-thanh-nha-dau-tu-gia-tri,,,,,,,
d6fff9e9,25-đo-am,,,"{'id': '564ef971', 'name': 'Bibimbap Bắp', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/bibimbap-bap', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7725,Thảo Trang,https://thuviensachpdf.com/25-do-am,https://sachnoiviet.net/sach-noi/25-do-am,,,,,,,
38ee031f,quyet-đinh--ky-nang-lanh-đao-hang-đau-cua-nha-lanh-đao-tai-ba,,,"{'id': 'a3a11393', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.5947,Jim Treliving,https://thuviensachpdf.com/quyet-dinh-ky-nang-lanh-dao-hang-dau-cua-nha-lanh-dao-tai-ba,https://sachnoiviet.net/sach-noi/quyet-dinh-ky-nang-lanh-dao-hang-dau-cua-nha-lanh-dao-tai-ba,,,,,,,
f40a4397,toi-la-ai--va-neu-vay-thi-bao-nhieu,,,"{'id': '01732fe3', 'name': 'Xuân Hùng', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/xuan-hung', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.32,Richard David Precht,https://thuviensachpdf.com/toi-la-ai-va-neu-vay-thi-bao-nhieu,https://sachnoiviet.net/sach-noi/toi-la-ai-va-neu-vay-thi-bao-nhieu,,,,,,,
5fe6954e,mo-yeu,,,"{'id': '33bea5d8', 'name': 'Tịnh Khẩu', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tinh-khau', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.1031,Khánh Văn,https://thuviensachpdf.com/mo-yeu,https://sachnoiviet.net/sach-noi/mo-yeu,,,,,,,
1f17d783,xin-đoi-ton-thuong-lay-truong-thanh,,,"{'id': '2f11c77b', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.3944,Lý Ái Linh,https://thuviensachpdf.com/xin-doi-ton-thuong-lay-truong-thanh,https://sachnoiviet.net/sach-noi/xin-doi-ton-thuong-lay-truong-thanh,,,,,,,
fe83e6de,hoa-hong-xu-khac,,,"{'id': 'e3410e14', 'name': 'Nguyễn Nguyễn', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/nguyen-nguyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.9358,Nguyễn Nhật Ánh,https://thuviensachpdf.com/hoa-hong-xu-khac,https://sachnoiviet.net/sach-noi/hoa-hong-xu-khac,,,,,,,
313b1754,cang-manh-me-cang-diu-dang,,,"{'id': 'a8016708', 'name': 'Unknown', 'dialect': None, 'gender': None, 'age': None, 'url': 'Unknown', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.9611,Lý Ái Linh,https://thuviensachpdf.com/cang-manh-me-cang-diu-dang,https://sachnoiviet.net/sach-noi/cang-manh-me-cang-diu-dang,,,,,,,
6cbbf7a7,đao-giau-vang,,,"{'id': '2c54232c', 'name': 'Trung Nghị', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/trung-nghi', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.7892,Robert Louis Stevenson,https://thuviensachpdf.com/dao-giau-vang,https://sachnoiviet.net/sach-noi/dao-giau-vang,,,,,,,
af40968b,nghe-thuat-hieu-thau-tam-ly-nguoi-khac,,,"{'id': '7e83ff98', 'name': 'Trương Thị Đệ', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/truong-thi-de', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",5.6392,Nguyễn Công Khanh - Nguyễn Minh Đức,https://thuviensachpdf.com/nghe-thuat-hieu-thau-tam-ly-nguoi-khac,https://sachnoiviet.net/sach-noi/nghe-thuat-hieu-thau-tam-ly-nguoi-khac,,,,,,,
640366fa,can-đam--bien-thach-thuc-thanh-suc-manh,,,"{'id': 'cfa1e917', 'name': 'Định Phương', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/dinh-phuong', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.8381,Osho,https://thuviensachpdf.com/can-dam-bien-thach-thuc-thanh-suc-manh,https://sachnoiviet.net/sach-noi/can-dam-bien-thach-thuc-thanh-suc-manh,,,,,,,
a69399c0,12-phuong-phap-khich-le-nhan-vien-tien-khong-lam-đuoc,,,"{'id': '2881f1b7', 'name': 'Trần Huỳnh Phương Trang', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/tran-huy-phuong-trang', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.5914,Tịch Tông Long,https://thuviensachpdf.com/12-phuong-phap-khich-le-nhan-vien-tien-khong-lam-duoc,https://sachnoiviet.net/sach-noi/12-phuong-phap-khich-le-nhan-vien-tien-khong-lam-duoc,,,,,,,
0bdb47f7,nu-tu-si,,,"{'id': 'a931c6fc', 'name': 'Lê Duyên', 'dialect': None, 'gender': None, 'age': None, 'url': 'https://sachnoiviet.net/giong-doc/le-duyen', 'tone': None, 'volume': None, 'speed': None, 'pitch': None}",6.9808,Denis Diderot,https://thuviensachpdf.com/nu-tu-si,https://sachnoiviet.net/sach-noi/nu-tu-si,,,,,,,
